property_id,city,locality,property_type,area,price,bedrooms,bathrooms,listing_date,latitude,longitude,price_per_sqft,url_hash
1bef38a0-4895-4146-95ae-f732e998063f,Lahore,Cantt,house,3580.52,66037064.25,5,4,2024-12-03,31.46250234290675,74.55261046593569,18443.43,e331fca7566b
60db0dec-db37-43ff-80a2-fc53b433feaa,Islamabad,G-10,house,2123.2,41113032.22,4,2,2024-02-12,33.862175865016916,73.16765739647451,19363.71,c86a412c6b66
eb4f730d-12b9-4549-8b98-666fbcb81308,Islamabad,F-8,house,2770.23,73068491.43,5,3,2026-02-28,33.678451545488294,73.0800846609983,26376.33,234df828667b
ac04c550-60db-4b7b-8188-1153d4487d86,Karachi,Nazimabad,plot,3621.35,31811852.92,,,2023-07-03,24.78641087964935,66.97504720447765,8784.53,7564f09b9fce
f6e55b0b-8b61-44e7-a287-63448f23d45a,Islamabad,G-10,house,3207.94,62661266.07,6,5,2025-08-11,33.60144225604452,72.94360488814824,19533.18,954837c54c6b
26b3c6cb-03ba-49f7-bd27-f967b3b5448e,Karachi,Bahria Town Karachi,house,2371.36,34916193.8,4,2,2025-03-10,24.911341810448086,67.02855638601932,14724.12,18bc3dd4b0a2
bc274730-6d8c-4a3f-a66b-72fe101f7bc4,Karachi,Korangi,house,1734.18,16917756.95,3,3,2026-01-03,24.9445367688716,66.94857416977592,9755.48,cc080fb520cf
be266c8c-af18-4488-a052-641624d6a300,Karachi,Federal B Area,house,3617.26,40141488.8,7,4,2025-11-27,24.705712320502055,66.98494606208025,11097.21,a3120ff3df35
13abcbcb-2aee-4659-b832-0db90c5d4913,Karachi,Gulshan-e-Iqbal,plot,2861.92,33855671.09,,,2023-05-03,25.047101353595384,66.83721443457307,11829.71,2dd65e36d634
98d03fc7-692b-4e46-93ec-8388a8c6930b,Karachi,Gulistan-e-Jauhar,commercial,3233.45,38582878.67,,,2024-02-06,24.854626657516967,67.07537323170983,11932.42,8b1d0599e3d6
582ed2c1-b4c6-402a-879f-c52073a5d4e8,Karachi,Gulshan-e-Iqbal,apartment,980.23,11197674.41,2,2,2026-04-01,24.97836093695176,67.01958240520155,11423.52,991960218c27
e0572684-d468-4e7f-bca8-3a74f9d740f5,Lahore,Askari 10,house,2584.82,49615820.83,3,3,2025-05-07,31.350763578797054,74.5275575911396,19195.08,3d78eb521391
d4017905-745e-4753-afcc-044a13220ce8,Karachi,Gulshan-e-Iqbal,plot,2904.23,36871740.84,,,2023-07-31,24.835572444492175,66.9760144201622,12695.87,6b319ca6ae61
49d19bc4-2667-4fa2-bd46-3265c45d5a27,Karachi,Scheme 33,house,2025.68,20406599.43,4,2,2026-03-17,24.949920656358,67.12673157586399,10073.95,748de70082ee
b247f5d6-f7ea-45db-9026-beba5328dd7d,Karachi,Nazimabad,commercial,4752.06,53412436.68,,,2023-12-08,24.87161064573806,67.16206222667694,11239.85,74a505444e83
36afb21f-1f4b-4c99-8815-cafff52bbd0d,Islamabad,G-9,plot,964.05,20836442.21,,,2026-02-13,33.765936065230875,73.23311645427651,21613.45,984e4f7111e7
cac4482f-5034-4ce5-8ed9-bb4b0b3e7bf5,Islamabad,Blue Area,plot,3124.61,114376257.56,,,2023-09-30,33.72923454386333,72.87749936924494,36604.97,0574d3d738e1
911878c7-99a5-49c7-99a7-13141bbb761d,Karachi,Shah Faisal Colony,apartment,1272.46,11161829.12,2,1,2024-02-27,24.78470713464543,66.97418529608208,8771.85,90ef64eaeeae
4a79567d-ff42-4df7-9dd8-40a669230e52,Islamabad,Blue Area,apartment,1072.73,29382013.23,3,1,2024-10-22,33.87214702743153,73.0310131533328,27389.94,87bd75c933c2
cd25627a-dbc6-43b5-9e14-a22c092cc28e,Islamabad,G-7,house,2924.23,73177562.75,3,4,2024-07-20,33.75166692498512,73.11471355602094,25024.56,11adca12d795
c55a2183-5816-49fd-8972-801ddf33ac16,Karachi,DHA Phase 8,apartment,1198.48,22682193.13,4,3,2024-08-10,24.662694227374782,67.02383150471249,18925.8,89816540e400
aa38f8d4-3f8a-4544-8285-fb16c913ea86,Karachi,Gulshan-e-Iqbal,house,3497.51,48664591.12,4,5,2025-04-22,24.926652566716502,67.14678864116478,13914.07,ab1f48b40847
7b0ad730-5dd8-4f56-bd09-647cf6e09f48,Lahore,Lake City,plot,2957.91,49386770.04,,,2025-01-28,31.5546341705543,74.41644223243371,16696.51,01d5d64d2fcd
17b12de5-b9bd-404b-b06d-ccab2763c0a0,Karachi,PECHS,apartment,1638.55,22804292.64,3,3,2023-04-27,24.856921981938658,67.00393091588275,13917.36,0e4bccca6069
537d70b7-bf8a-40fc-a63e-6545afc660fd,Lahore,Garden Town,house,1739.9,31222291.71,4,3,2024-11-27,31.52504064579892,74.38326100882246,17944.88,6dddfbe8b6fa
8bf72745-802f-42dc-8b77-98946b03f1a2,Karachi,Federal B Area,apartment,1337.79,11786898.05,2,3,2024-03-17,24.864494149999313,66.91229097088649,8810.72,b134594bce01
a4b20657-39d0-4bd6-96af-8e1e8cf81681,Karachi,DHA Phase 6,house,1944.55,40592101.97,4,4,2023-07-28,24.981466816708107,67.09621058075815,20874.8,05c1f341624e
6f9933ac-3ceb-4c84-9926-e879ae7faf81,Lahore,Valencia Town,apartment,934.99,13701476.37,3,3,2023-07-27,31.595488175135298,74.49274331128764,14654.14,97dd1b453d6b
ea636655-ff21-43a6-93f1-84c8573b7ba5,Karachi,Shah Faisal Colony,house,2578.94,19649812.3,5,3,2025-01-31,24.75784857179057,67.0915297735523,7619.34,cb5447131ace
7dc3614e-9c84-459c-8d7b-949a9cd3922f,Karachi,Federal B Area,apartment,1137.02,11146111.54,2,2,2023-12-22,24.673059958001684,66.88389907444913,9802.92,d507ad0c22c1
e266dfca-c73a-46ba-a023-5ee88a8f2e0c,Lahore,Cantt,apartment,1016.37,22865004.55,4,3,2025-08-24,31.709446014674697,74.31402284664865,22496.73,f7b20ec2b4a2
ec9a81b6-6d56-4b8e-b563-2c05954bee12,Islamabad,G-10,plot,2965.55,62858162.35,,,2024-06-08,33.52013514420751,72.9100960726681,21196.12,000fa6bffc42
45307a0f-5154-4372-b3e9-9c105d6cbe67,Karachi,Federal B Area,plot,3373.08,36739487.5,,,2025-06-07,25.05870792148938,66.86024647972273,10891.97,e44b072c7914
18e733c3-3efd-4bb6-89e6-aab134916211,Karachi,Gulistan-e-Jauhar,house,3836.24,45603858.53,6,6,2023-07-28,24.941839346937606,66.90182822746351,11887.64,16b7b1ba1819
a360eee4-d731-4d9d-9aef-ee55d7e6ac61,Lahore,Model Town,house,2717.11,51833668.21,4,4,2025-12-02,31.472680734425253,74.25242643676586,19076.76,e612e5fb34ef
5e6a4a4e-b0bd-4e3e-974b-681d33e79f38,Karachi,Gulistan-e-Jauhar,house,1802.18,20314389.65,3,3,2025-07-03,24.832975306990974,66.85028346587004,11272.12,32c72d38cca5
c19b738f-4099-4c70-89bd-2326608bb52c,Karachi,Shah Faisal Colony,house,2899.63,23874882.23,4,3,2025-05-23,24.72116024045412,67.05459880211728,8233.77,f83658e4da11
1dc1453a-b310-4a3d-bf8e-9bd75266fef2,Lahore,Model Town,house,2824.28,64260015.28,4,4,2023-12-31,31.67916058512059,74.50372769794828,22752.71,675ee4175a5a
441a3b45-86da-4c89-a9b3-514a9da3c1f3,Islamabad,F-8,apartment,1545.0,41294068.58,4,1,2024-03-06,33.58736285083272,73.121439949129,26727.55,03e64d56bbce
f91c0a7a-569e-4138-82e0-1a857595446c,Karachi,Shah Faisal Colony,plot,3348.34,24541130.31,,,2025-09-12,24.88167087455015,67.16917509467501,7329.34,0654d53bcaf4
1c024610-0025-4d11-b1ad-12b657011b9e,Karachi,Gulistan-e-Jauhar,apartment,932.92,9422682.1,2,2,2023-05-28,24.99419415782179,66.8676362132008,10100.2,3c24de5a0cb0
2d4f8bd2-d60c-4178-b353-0dcbcb4613ac,Karachi,Nazimabad,house,2026.71,19871501.4,3,4,2025-11-20,24.931782197953467,67.15701172139566,9804.81,97b794ca6e0e
4379f266-5795-4cfc-a271-f049699b47f1,Karachi,Federal B Area,apartment,1551.2,13292166.76,4,2,2024-03-21,24.77825811742106,66.99166017810855,8568.96,ddcf5958ef8a
ef457a32-d974-46dd-9670-e8fe8b8799f7,Islamabad,F-11,house,2945.58,75553457.52,3,3,2025-05-17,33.50771609220612,73.13569261180838,25649.77,6e5d28552143
3b4b9453-6f93-469d-8b91-a4449bf1179e,Lahore,Gulberg,house,3389.79,91353191.82,5,5,2025-12-18,31.56057943981628,74.54993016692387,26949.51,9396ce9e7bfa
0ad1d0ab-0d44-4d9d-90cf-c191a20bf61d,Karachi,Malir Cantt,house,3535.09,45815734.3,4,4,2025-12-08,25.04985096517981,67.17918792384636,12960.27,06b5e8648df7
877d99e6-a4ab-4558-b122-247a8593eaac,Lahore,Valencia Town,house,2125.54,24007081.56,5,2,2023-11-06,31.3659463783107,74.26077020492913,11294.58,ba4fd2a9aa02
4bb0e261-ae4f-49ca-b225-1def692ddb11,Karachi,Nazimabad,house,2486.3,26101159.08,5,2,2023-06-30,25.013304781333918,66.86328500296325,10497.99,4aa55e45caf1
81dd531d-200a-4275-8ba6-f1d9dede2374,Islamabad,F-7,house,3737.31,108990040.67,4,3,2023-06-04,33.48668351223384,72.87222877824286,29162.7,760b9f02a18d
05524273-fb39-4953-bf09-540ebea69d72,Lahore,Wapda Town,plot,2569.19,31698211.8,,,2025-11-01,31.49715134265187,74.28357740674069,12337.82,b558afad93b5
ee219354-d434-46d7-a843-c073237385c2,Karachi,Clifton,house,3354.09,88055914.43,4,4,2024-12-16,24.861300747096948,66.9650745474526,26253.3,cce607b21a45
7be566a2-510c-4a60-b807-f172654b2344,Lahore,DHA Phase 1,apartment,1363.31,23451787.11,4,2,2025-09-01,31.56060701826799,74.1750424846208,17202.09,e5d372112866
942f4480-2ba4-44fa-8868-74a76905651a,Karachi,Korangi,plot,4066.53,32798268.03,,,2025-05-13,24.797152054644368,67.0985619612779,8065.42,5a99b8903a05
8945a2d4-6fc5-4a06-8b70-215d98352b2f,Karachi,DHA Phase 6,house,2582.09,64159251.68,3,2,2024-06-07,24.926135087526927,67.07911447104905,24847.8,8914ed96f969
747d520a-d96a-4c6f-bab7-9e3fb6714d65,Islamabad,F-10,house,2694.29,67342554.04,5,4,2024-12-07,33.72037387746074,73.13635193013167,24994.55,999c640ce619
622fde4e-718a-404e-9c01-75cd56d42ced,Lahore,Cantt,house,2706.59,52292691.63,5,4,2024-06-10,31.53230804279285,74.25833000817615,19320.51,c98548a6ee12
e59fe5ff-9426-4b9e-a4df-ab6b0944c6ed,Lahore,DHA Phase 1,house,2422.74,42284342.6,3,4,2026-03-25,31.428131133335956,74.28841230503362,17453.11,1e6e6bd9370c
1920d699-71f2-4113-b51a-dcc26dc36edd,Islamabad,G-8,house,2668.13,62775509.54,4,2,2025-12-02,33.78547842406875,73.12426951245273,23527.91,d45de4f220f0
5cde3a20-460e-420c-bcab-cc568ad1c2bd,Islamabad,Blue Area,house,1753.95,59893679.24,4,3,2023-12-28,33.546088741815105,72.87928427229878,34147.88,e9422381661a
18ef4830-d3c0-4e4e-ae14-3f822cb00dfe,Karachi,North Nazimabad,house,1440.74,16616908.61,2,3,2025-06-27,25.04780018241759,67.01507559650126,11533.59,4ce0c8ce05e2
3dd85337-d87e-4dbf-9dbd-259662615a8d,Karachi,Gulshan-e-Iqbal,house,3040.43,35270542.03,5,5,2024-03-04,24.83303872953438,67.18733597639807,11600.51,59a683e73414
cbfa4ef0-819e-433c-99ec-4f2a018d25bd,Karachi,Gulshan-e-Iqbal,house,1901.35,28173550.25,5,3,2025-04-29,24.81704312059605,67.1512013491867,14817.66,2ff94cbb3028
cb5d2908-7daf-43f9-b2c5-4fd3d612008c,Karachi,Clifton,commercial,3083.65,79065457.2,,,2023-08-10,24.831338679271767,66.92977848277333,25640.22,9f4c5f3e596d
2bbb093a-f6f6-47ba-a2b7-d39db21d357c,Karachi,Gulistan-e-Jauhar,house,3736.42,35086663.51,4,4,2023-06-09,24.85973438257546,67.1859984613485,9390.45,964135eea5e6
5b8bcb0e-46cb-4da3-975e-30cc1d86f9e3,Karachi,Korangi,plot,3669.46,28504250.97,,,2023-06-22,24.73518462524541,67.08289941707916,7767.97,115e4f19d25f
06d95016-6abf-4c4c-a815-ac6c07d25d0a,Karachi,North Nazimabad,plot,1847.83,19139043.5,,,2023-12-06,24.731045211782384,67.0078245826778,10357.58,0fbced8fb963
df84ddd5-a5d2-4b71-8108-c0320012a952,Islamabad,Blue Area,plot,2403.92,86795341.37,,,2025-12-02,33.539908187675884,73.07746867328642,36105.75,d130acd39e78
b4af565c-8ecb-450e-8f25-db5fb392c8b4,Lahore,Lake City,house,2034.01,35205785.82,5,4,2026-04-02,31.42038145694396,74.29309562709878,17308.56,ac35878b4e94
4766b048-1c86-4ac6-a070-40ebc40671de,Karachi,Federal B Area,house,1520.0,14315294.1,3,1,2023-07-01,24.834768821508238,67.02728722786742,9417.96,615b3ba9bfe0
3c4931fe-18c5-4e8c-ba62-f827ad0f016b,Lahore,Cantt,house,3630.07,75795810.5,4,4,2024-08-30,31.449670593945633,74.21653497269392,20879.99,bdf48dbc88ce
58452db2-9692-4375-a99b-f833eeea54a4,Karachi,DHA Phase 8,house,3305.86,65801136.42,6,5,2025-10-20,24.86653420509016,66.81077534029657,19904.39,dfae70fc866b
7e460d2e-904e-4d14-95be-446bfffceb68,Islamabad,Bahria Town,house,2540.67,34197518.0,5,3,2024-07-24,33.66058545861604,72.8945522751997,13460.04,1ca62daa0d9d
d6775d3f-8cc5-4453-aa23-1d2febdaaf0b,Lahore,Gulberg,apartment,723.14,20009905.54,2,1,2025-08-25,31.642522543035014,74.4207593930814,27670.86,f6d99eeb6b8c
34f98ae5-f1b0-4a4b-929c-52317caf388c,Islamabad,F-6,house,2494.68,78674205.8,4,2,2024-10-20,33.819685565316895,73.13951736772002,31536.79,4fc664f68caa
9af3d874-219f-49c8-90b1-c7467a611c9c,Islamabad,DHA Phase 2,house,2104.01,36655756.18,4,3,2025-08-10,33.62006368951571,73.21620310898994,17421.85,74b1f3ba8797
01a5bf20-4b75-4803-aacc-328edc22f434,Karachi,Bahria Town Karachi,house,3058.59,52219844.05,7,5,2024-10-13,24.765923083728904,66.91876006717722,17073.18,ce40816f0a83
38cc9584-4179-4ca2-8d81-666fd8d364bb,Lahore,Garden Town,apartment,1247.98,22160012.78,2,3,2024-04-27,31.49131632758078,74.42880564570731,17756.71,01bf63e7b204
1b42d3ef-a18c-4452-953f-8b61b7718d7a,Karachi,Bahria Town Karachi,apartment,983.87,17244305.31,4,2,2024-06-24,25.040875764688273,67.06051460296837,17527.02,4ce8e5a087e3
0261fd9e-40af-4db1-ad4c-e6c9005e6166,Lahore,Iqbal Town,house,2358.18,24650801.75,3,3,2024-05-16,31.560281086562192,74.32795928822372,10453.32,88a88c6f22f2
ec713213-0012-43bb-a100-552cee317730,Islamabad,G-9,plot,2832.85,60839453.62,,,2023-11-02,33.87171911836367,72.90730349820662,21476.41,73f0425589d2
6c8d48fb-e4f2-4d9c-9f5a-d02796f77e51,Karachi,Bahria Town Karachi,apartment,1165.87,20945584.73,3,1,2024-09-30,25.029783219331016,67.17972810147134,17965.63,10a6d826f242
792ddf9b-5d1a-4833-81d5-c83fe8e96036,Islamabad,F-10,house,2686.99,74701019.2,3,3,2024-09-25,33.61602373502918,73.14328568162436,27801.0,bec37f717451
bcee6a4c-4faa-41fb-9fd4-8ee6933c45a3,Lahore,Garden Town,apartment,1770.0,31695773.85,2,2,2025-02-08,31.33998551030586,74.20362584939483,17907.22,3fd62620ff91
93c1cbf7-be26-4587-b330-e5e85f0b5eed,Islamabad,F-7,plot,2393.42,76666510.44,,,2025-05-22,33.74400851514598,72.9633593611753,32032.2,5a3fba42498a
ab83408c-d522-4f06-8a40-6f9e340c38f8,Lahore,Johar Town,house,3582.62,54367953.07,6,6,2025-08-17,31.499731467924466,74.41574682824609,15175.47,49982f87eccd
7327cfd9-127a-49a5-ae10-7942c90ec23b,Islamabad,F-7,house,1278.3,35842431.26,2,3,2024-03-30,33.657182192756025,73.09881249009719,28039.14,8099e5e885a9
45fde7f7-9113-4212-b053-334f0d96a7bc,Karachi,Malir Cantt,apartment,865.91,13134471.77,1,1,2025-11-07,24.663104499242195,66.99716984649442,15168.4,c85848a5f1b1
281567fa-7ddf-4455-9d62-f48f337aab6b,Islamabad,F-8,commercial,2755.67,76445988.24,,,2025-11-09,33.68419172018643,73.01004400802644,27741.34,d29823bd95c9
6efc1c1a-8120-4105-a5c5-f7e737a13877,Islamabad,G-6,house,2886.9,75626323.25,5,2,2025-07-26,33.505770116273304,72.91996355613941,26196.38,2913e0593c3a
69b33861-fe44-4479-8dd3-a4399ffa971c,Karachi,Federal B Area,plot,1018.81,8937605.54,,,2023-08-01,24.867572514119765,66.8168986584274,8772.59,83b3f917bb40
a39924fb-29b6-418e-8699-87fa631925fd,Islamabad,G-7,house,2115.77,48776413.42,4,3,2026-01-23,33.775303900557944,73.22175199285044,23053.74,c9b33237331a
23a84835-df88-48f8-9591-7c739673e74e,Lahore,DHA Phase 5,house,3109.16,73210570.41,7,3,2025-03-30,31.652735486336518,74.25931604501916,23546.74,94dcc29c306c
bb6066ce-d584-4ad8-ba6d-d2cac15a9f1e,Lahore,DHA Phase 5,apartment,1453.05,34444599.72,4,1,2024-01-16,31.446421730902756,74.53292010661202,23705.03,4594034cdcac
877df7d1-c3ef-4ba9-ac06-a9604b0377cc,Karachi,Clifton,plot,2414.18,63627659.05,,,2023-06-19,24.868135465000833,67.15147370110351,26355.81,4acac4a9c23d
2b875332-ffe0-41d5-86f0-ff3041aaae3e,Karachi,Bahria Town Karachi,house,2652.06,38116831.73,3,4,2025-09-19,25.03124797067345,66.97263882944597,14372.54,7efbc2973b92
4d09c7e1-a49d-41af-9a36-13cfe22b09b8,Lahore,Iqbal Town,house,1257.87,13513391.29,4,3,2023-08-24,31.34537853849743,74.37697198600806,10743.07,2fd739cda0d4
8570efcd-fc3e-4d45-8bd2-48b0566b1606,Lahore,Iqbal Town,plot,1939.82,20728300.83,,,2024-07-26,31.593835253744384,74.39096784794988,10685.68,1aecc61982b6
c8d688f1-08ce-4ccf-a1f1-1a58ffe0daa6,Karachi,PECHS,plot,2800.02,40059915.5,,,2026-01-06,24.92633382224323,67.03026977579975,14307.01,c647a0e41ea0
6bdae22c-8d76-4bc5-84f3-f7d235d7b2d1,Lahore,Iqbal Town,house,3842.99,47740571.1,7,3,2026-01-08,31.333349992330064,74.3475574770318,12422.77,9d93db482058
